student_id,grade,session_start,duration_min,is_night,correct,total,reward_received,leaderboard_view,intrinsic_choice,peer_interaction,sleep_late,overran,variable_reward,reward_craving,trigger_open,belonging
STU0010,五年级,2026-03-17T11:00,21.3,0,11,12,0,1,0,0,0,0,1,0,0,0.21
STU0010,五年级,2026-03-23T16:00,38.3,0,17,20,0,0,0,1,0,0,0,1,0,0.52
STU0010,五年级,2026-03-03T17:00,23.9,0,12,15,0,0,1,0,0,0,0,1,0,0.71
STU0010,五年级,2026-03-28T23:00,17.2,0,11,18,0,0,0,0,0,0,0,1,0,0.56
STU0010,五年级,2026-03-16T23:00,5.3,1,3,6,1,1,1,0,0,0,0,0,0,0.46
STU0010,五年级,2026-03-12T17:00,27.5,0,6,7,0,0,0,1,0,0,1,0,1,0.59
STU0010,五年级,2026-03-06T11:00,16.9,0,4,7,0,1,0,1,0,0,0,0,0,0.61
STU0011,高一,2026-03-05T12:00,22.4,0,6,9,0,0,1,0,1,0,0,1,0,0.39
STU0011,高一,2026-03-12T12:00,13.7,0,12,19,0,0,0,1,1,0,1,1,0,0.41
STU0011,高一,2026-03-09T16:00,12.2,1,11,13,1,1,1,0,0,1,0,0,0,0.85
STU0011,高一,2026-03-14T13:00,12.7,1,3,7,0,0,1,0,1,0,0,0,0,0.5
STU0011,高一,2026-03-03T18:00,11.6,0,12,19,0,0,1,1,0,0,0,0,0,0.4
STU0011,高一,2026-03-10T18:00,8.5,0,6,8,0,1,1,0,1,1,0,0,0,0.47
STU0011,高一,2026-03-12T11:00,24.3,0,4,9,0,1,0,0,0,0,1,1,0,0.29
STU0011,高一,2026-03-14T21:00,23.7,0,12,14,0,0,0,0,1,0,0,0,0,0.51
STU0011,高一,2026-03-07T08:00,28.9,0,15,16,0,0,1,1,0,0,0,0,0,0.49
STU0012,高一,2026-03-16T08:00,32.3,0,3,7,0,1,1,1,1,0,0,0,0,0.28
STU0012,高一,2026-03-26T18:00,33.0,0,7,11,0,0,1,0,0,0,1,1,0,0.28
STU0012,高一,2026-03-11T15:00,24.3,0,8,14,1,1,0,0,1,0,0,0,0,0.33
STU0012,高一,2026-03-22T10:00,33.0,1,3,10,1,0,1,0,1,0,1,0,1,0.57
STU0012,高一,2026-03-27T19:00,22.1,0,14,19,0,0,1,1,1,1,0,0,0,0.68
STU0012,高一,2026-03-24T12:00,23.5,0,12,20,1,1,1,0,0,0,1,1,0,0.21
STU0013,初二,2026-03-17T10:00,23.8,0,4,6,0,0,0,0,0,0,0,1,0,0.37
STU0013,初二,2026-03-14T15:00,34.3,0,18,18,1,0,0,1,1,0,1,0,0,0.55
STU0013,初二,2026-03-16T11:00,32.6,0,6,16,0,1,0,0,1,0,0,0,0,0.55
STU0013,初二,2026-03-08T13:00,19.8,0,15,18,0,0,0,0,1,0,0,1,0,0.34
STU0013,初二,2026-03-14T13:00,22.8,0,16,20,0,0,0,0,1,0,0,0,0,0.5
STU0013,初二,2026-03-19T14:00,15.6,0,4,10,0,0,0,0,0,0,0,0,1,0.38
STU0013,初二,2026-03-11T10:00,26.1,1,8,15,1,0,1,1,0,0,0,0,1,0.26
STU0013,初二,2026-03-19T19:00,22.4,0,4,6,0,1,0,1,0,0,0,0,0,0.42
STU0014,五年级,2026-03-27T23:00,25.5,0,5,8,0,0,1,1,0,0,1,1,1,0.48
STU0014,五年级,2026-03-28T10:00,16.7,0,9,10,0,0,0,1,1,1,1,0,0,0.13
STU0014,五年级,2026-03-23T11:00,8.4,0,8,12,1,0,0,0,0,0,1,1,0,0.59
STU0014,五年级,2026-03-15T20:00,27.3,0,10,14,0,0,0,0,0,0,0,1,0,0.47
STU0014,五年级,2026-03-06T20:00,30.8,1,3,6,0,0,0,0,0,0,1,0,0,0.55
STU0014,五年级,2026-03-11T08:00,16.7,0,16,19,0,1,0,0,1,0,0,0,0,0.44
STU0014,五年级,2026-03-26T12:00,16.9,0,4,6,1,0,0,1,0,0,0,0,0,0.46
STU0014,五年级,2026-03-09T21:00,21.5,0,5,8,1,0,1,0,0,0,1,0,1,0.46
STU0014,五年级,2026-03-20T21:00,14.8,0,4,8,0,0,1,0,0,0,0,0,0,0.55
STU0014,五年级,2026-03-28T13:00,21.5,0,11,15,0,1,0,0,0,1,0,0,1,0.43
STU0015,五年级,2026-03-20T18:00,8.5,1,9,15,1,1,0,0,0,0,1,0,0,0.43
STU0015,五年级,2026-03-19T15:00,21.8,0,5,5,1,0,0,1,0,0,0,0,0,0.42
STU0015,五年级,2026-03-10T08:00,25.5,0,10,19,0,0,1,1,0,0,0,0,0,0.53
STU0015,五年级,2026-03-09T19:00,30.7,0,10,18,0,1,1,0,1,0,0,0,0,0.64
STU0015,五年级,2026-03-19T08:00,18.0,0,4,6,0,0,1,0,1,1,1,0,1,0.34
STU0015,五年级,2026-03-22T10:00,33.3,1,3,5,0,0,1,1,1,0,0,1,0,0.64
STU0016,高一,2026-03-17T22:00,7.2,0,6,8,0,0,0,0,0,0,0,1,0,0.35
STU0016,高一,2026-03-08T16:00,27.8,1,3,10,0,0,1,0,1,0,0,1,0,0.49
STU0016,高一,2026-03-24T09:00,25.5,0,8,17,1,1,1,0,0,0,0,0,0,0.82
STU0016,高一,2026-03-11T13:00,23.2,0,7,9,0,0,0,0,0,0,0,0,0,0.18
STU0016,高一,2026-03-28T12:00,27.7,0,4,7,1,1,1,1,0,1,1,0,0,0.44
STU0016,高一,2026-03-20T22:00,16.5,0,8,18,0,0,1,1,0,1,1,0,0,0.55
STU0017,五年级,2026-03-10T08:00,21.8,0,2,6,0,1,0,0,0,1,0,0,0,0.18
STU0017,五年级,2026-03-09T12:00,37.9,0,7,17,0,0,0,0,1,0,0,0,0,0.74
STU0017,五年级,2026-03-17T20:00,21.3,1,6,10,1,1,1,1,1,0,0,0,1,0.85
STU0017,五年级,2026-03-13T09:00,21.9,0,13,18,1,0,1,0,0,0,0,1,0,0.53
STU0017,五年级,2026-03-18T10:00,16.1,0,3,9,1,0,0,0,0,0,1,0,1,0.51
STU0017,五年级,2026-03-18T20:00,30.0,0,8,16,0,0,1,0,0,0,0,1,1,0.25
STU0017,五年级,2026-03-17T20:00,10.0,0,4,6,1,0,0,0,0,0,0,0,1,0.54
STU0017,五年级,2026-03-23T15:00,24.8,0,9,19,0,1,1,0,1,0,0,0,0,0.65
STU0017,五年级,2026-03-02T12:00,21.1,0,14,20,0,0,0,0,0,0,0,1,1,0.48
STU0017,五年级,2026-03-04T21:00,10.9,0,16,19,0,1,0,0,0,1,1,0,0,0.68
STU0018,初二,2026-03-09T18:00,27.8,1,4,6,0,0,1,0,0,0,0,1,0,0.61
STU0018,初二,2026-03-26T23:00,25.2,0,8,12,0,0,0,0,0,0,1,0,0,0.54
STU0018,初二,2026-03-18T15:00,13.8,0,10,17,0,0,0,1,0,1,1,1,0,0.78
STU0018,初二,2026-03-13T17:00,8.1,0,10,15,0,0,1,0,1,0,1,0,0,0.47
STU0018,初二,2026-03-10T10:00,28.8,0,4,6,0,1,0,0,0,0,1,0,1,0.46
STU0018,初二,2026-03-05T09:00,13.5,0,12,20,0,0,0,1,0,0,0,0,0,0.27
STU0018,初二,2026-03-23T23:00,19.3,0,10,14,0,1,1,1,1,0,0,0,0,0.57
STU0019,五年级,2026-03-04T16:00,25.0,0,4,9,0,1,1,1,0,0,0,0,1,0.44
STU0019,五年级,2026-03-25T12:00,20.0,0,3,5,0,0,1,0,0,0,1,0,0,0.41
STU0019,五年级,2026-03-15T08:00,21.7,0,5,9,1,0,1,1,0,0,0,1,0,0.54
STU0019,五年级,2026-03-22T19:00,35.1,1,7,10,1,0,1,0,1,0,0,0,0,0.24
STU0019,五年级,2026-03-13T21:00,19.8,0,19,19,1,0,0,0,0,1,0,0,0,0.37
STU0019,五年级,2026-03-25T09:00,9.9,0,18,18,1,0,1,0,0,1,0,0,0,0.38
STU0019,五年级,2026-03-04T08:00,9.3,0,2,6,1,0,1,1,0,0,1,0,0,0.52
STU0019,五年级,2026-03-12T17:00,20.7,0,9,14,0,0,0,0,0,0,1,0,0,0.14
STU0019,五年级,2026-03-01T09:00,22.0,0,4,6,1,0,1,0,1,0,1,0,1,0.54
STU0019,五年级,2026-03-14T13:00,24.9,1,9,15,1,1,0,1,1,0,0,0,0,0.43
STU0020,五年级,2026-03-23T23:00,11.5,0,8,14,1,0,1,1,1,0,0,0,0,0.41
STU0020,五年级,2026-03-26T10:00,26.4,0,8,9,0,0,1,0,0,1,0,1,0,0.53
STU0020,五年级,2026-03-13T08:00,13.8,0,4,5,1,0,1,1,0,0,1,1,0,0.56
STU0020,五年级,2026-03-01T13:00,18.6,0,8,10,0,0,0,1,0,0,1,0,1,0.57
STU0020,五年级,2026-03-03T17:00,8.3,1,10,18,1,1,0,1,0,0,1,0,0,0.3
STU0020,五年级,2026-03-19T18:00,18.9,0,3,11,0,0,1,1,0,0,0,0,0,0.33
STU0020,五年级,2026-03-26T17:00,13.8,0,9,10,0,0,1,0,0,0,0,0,0,0.23
STU0020,五年级,2026-03-21T13:00,12.9,0,11,19,0,0,1,0,1,0,0,0,0,0.51
STU0020,五年级,2026-03-01T08:00,15.1,0,14,17,0,0,0,1,1,1,0,1,1,0.46
STU0021,五年级,2026-03-08T23:00,15.4,0,13,20,1,0,1,0,0,0,0,0,0,0.56
STU0021,五年级,2026-03-01T21:00,14.5,0,9,14,0,1,0,0,0,0,0,1,0,0.11
STU0021,五年级,2026-03-28T08:00,22.1,0,10,16,1,0,0,1,0,0,0,0,1,0.46
STU0021,五年级,2026-03-24T14:00,29.3,0,6,12,0,1,1,0,0,1,1,0,0,0.85
STU0021,五年级,2026-03-01T19:00,19.4,0,5,8,1,0,1,0,0,0,1,0,1,0.31
STU0021,五年级,2026-03-01T11:00,20.5,0,19,20,0,1,0,0,0,0,0,0,0,0.52
STU0021,五年级,2026-03-03T09:00,24.5,0,4,5,1,0,1,1,0,0,0,0,0,0.38
STU0021,五年级,2026-03-20T18:00,6.3,0,15,20,1,0,1,0,0,0,1,0,0,0.5
STU0021,五年级,2026-03-25T16:00,18.7,1,10,12,0,1,1,1,1,0,1,1,0,0.57
STU0022,高一,2026-03-04T14:00,23.2,0,7,12,1,0,1,0,0,0,1,0,0,0.49
STU0022,高一,2026-03-05T21:00,31.1,0,2,9,1,1,1,0,0,0,0,0,0,0.44
STU0022,高一,2026-03-05T12:00,22.9,0,14,15,1,1,1,1,0,0,0,0,1,0.46
STU0022,高一,2026-03-15T16:00,17.1,0,4,12,0,0,1,0,0,0,0,0,0,0.62
STU0022,高一,2026-03-14T09:00,20.6,0,4,6,0,1,1,1,0,0,1,0,0,0.61
STU0022,高一,2026-03-26T14:00,16.9,1,6,10,0,1,1,1,0,0,0,0,0,0.79
STU0023,初二,2026-03-14T12:00,23.6,0,3,5,0,1,1,0,0,0,0,0,0,0.54
STU0023,初二,2026-03-07T19:00,34.4,0,11,15,0,1,0,1,0,0,1,0,1,0.6
STU0023,初二,2026-03-18T13:00,13.2,0,5,9,1,0,0,1,0,0,0,0,0,0.61
STU0023,初二,2026-03-01T23:00,13.2,0,6,16,1,0,1,1,0,0,1,0,0,0.26
STU0023,初二,2026-03-14T20:00,18.2,0,3,5,0,0,1,0,0,0,1,1,0,0.69
STU0023,初二,2026-03-23T09:00,23.2,1,7,15,0,1,1,1,0,0,0,1,0,0.26
STU0023,初二,2026-03-23T16:00,22.3,0,7,10,1,0,1,0,1,0,0,0,1,0.33
STU0023,初二,2026-03-21T21:00,25.9,0,14,19,0,1,1,0,1,0,0,0,0,0.18
STU0023,初二,2026-03-15T16:00,22.2,0,7,12,0,1,1,1,0,0,1,0,1,0.1
STU0024,初二,2026-03-04T16:00,21.0,0,5,17,0,0,1,0,1,0,1,0,1,0.51
STU0024,初二,2026-03-28T14:00,9.4,0,9,13,0,0,0,1,0,1,0,0,0,0.38
STU0024,初二,2026-03-19T20:00,16.0,0,6,7,1,0,0,1,0,0,0,0,0,0.24
STU0024,初二,2026-03-18T11:00,23.7,0,13,13,0,0,0,0,0,0,1,0,0,0.31
STU0024,初二,2026-03-12T09:00,21.9,0,11,18,0,0,1,1,0,0,1,0,0,0.3
STU0024,初二,2026-03-11T09:00,20.8,0,9,16,0,0,0,1,0,1,0,1,0,0.1
STU0025,五年级,2026-03-08T11:00,10.0,0,4,10,0,1,1,1,0,0,1,0,0,0.58
STU0025,五年级,2026-03-09T20:00,22.4,0,6,9,1,1,1,1,1,1,1,0,0,0.3
STU0025,五年级,2026-03-26T11:00,17.8,0,6,10,0,0,1,1,1,0,0,0,0,0.45
STU0025,五年级,2026-03-06T10:00,18.0,0,6,18,0,0,0,0,0,0,0,0,0,0.47
STU0025,五年级,2026-03-17T22:00,11.2,0,11,13,0,0,1,0,1,0,0,0,0,0.34
STU0025,五年级,2026-03-15T08:00,27.1,1,7,8,1,0,0,0,0,0,1,0,1,0.29
STU0025,五年级,2026-03-01T20:00,19.0,0,15,19,0,1,1,1,0,0,0,0,1,0.47
STU0025,五年级,2026-03-03T21:00,10.6,0,6,17,1,0,0,0,1,0,0,0,0,0.76
STU0025,五年级,2026-03-07T23:00,29.8,0,12,17,0,0,1,0,1,0,0,0,0,0.47
STU0026,五年级,2026-03-05T18:00,15.0,0,4,8,1,1,1,1,0,0,1,0,0,0.62
STU0026,五年级,2026-03-03T09:00,5,0,12,14,0,0,0,1,0,0,0,0,0,0.51
STU0026,五年级,2026-03-05T22:00,28.1,1,7,11,0,0,0,0,0,0,0,0,1,0.57
STU0026,五年级,2026-03-10T11:00,18.7,0,6,11,1,0,1,0,1,0,0,0,0,0.55
STU0026,五年级,2026-03-07T15:00,25.2,0,10,13,0,0,0,0,0,0,0,1,1,0.4
STU0026,五年级,2026-03-01T18:00,6.9,0,6,18,1,0,1,0,0,1,1,1,1,0.34
STU0026,五年级,2026-03-11T15:00,33.3,0,8,15,1,0,1,0,1,0,0,0,0,0.52
STU0026,五年级,2026-03-05T08:00,17.0,0,5,8,0,0,1,1,0,0,0,0,1,0.45
STU0026,五年级,2026-03-09T09:00,34.3,0,15,20,0,0,1,0,0,0,0,1,0,0.3
STU0027,五年级,2026-03-01T19:00,10.7,0,8,13,1,0,0,0,0,0,1,1,0,0.5
STU0027,五年级,2026-03-09T13:00,14.1,0,6,11,0,1,0,1,1,1,1,0,0,0.22
STU0027,五年级,2026-03-05T08:00,15.7,0,7,12,1,1,1,0,0,1,0,0,1,0.38
STU0027,五年级,2026-03-25T18:00,29.7,0,9,17,0,0,0,1,1,0,1,1,1,0.48
STU0027,五年级,2026-03-08T22:00,19.7,0,5,12,0,0,1,1,0,0,1,0,0,0.32
STU0027,五年级,2026-03-26T13:00,24.2,0,10,14,0,0,0,0,1,0,1,0,1,0.31
STU0027,五年级,2026-03-19T20:00,10.4,0,3,10,0,0,1,1,0,0,0,0,1,0.57
STU0027,五年级,2026-03-06T20:00,20.7,1,3,6,0,0,1,0,0,0,0,0,0,0.43
STU0027,五年级,2026-03-07T10:00,11.9,0,11,18,0,0,1,0,0,0,1,0,0,0.35
STU0028,五年级,2026-03-22T22:00,10.7,0,4,6,1,0,0,0,0,1,0,0,0,0.55
STU0028,五年级,2026-03-01T21:00,17.8,0,7,14,1,1,1,1,0,0,1,0,0,0.42
STU0028,五年级,2026-03-13T22:00,27.4,0,5,11,1,0,0,0,0,0,0,1,0,0.59
STU0028,五年级,2026-03-06T10:00,11.5,0,4,5,0,1,1,0,0,0,0,0,1,0.24
STU0028,五年级,2026-03-05T17:00,18.8,0,1,5,0,0,0,0,0,0,1,0,0,0.34
STU0028,五年级,2026-03-22T08:00,21.2,0,8,12,0,0,1,1,0,0,0,0,1,0.36
STU0028,五年级,2026-03-26T16:00,15.0,0,6,19,0,1,1,0,1,0,1,1,1,0.62
STU0028,五年级,2026-03-22T16:00,20.9,0,4,7,0,1,1,1,1,1,0,0,0,0.34
STU0029,初二,2026-03-16T20:00,15.5,0,4,5,0,0,1,1,1,1,1,0,0,0.29
STU0029,初二,2026-03-27T21:00,5,0,20,20,0,1,0,0,1,0,0,0,0,0.42
STU0029,初二,2026-03-19T08:00,18.6,0,6,10,0,0,1,0,0,1,1,0,0,0.39
STU0029,初二,2026-03-24T13:00,8.3,0,10,17,1,1,1,1,0,0,1,0,0,0.42
STU0029,初二,2026-03-21T10:00,13.9,0,14,19,0,0,1,0,0,0,0,0,0,0.45
STU0029,初二,2026-03-17T21:00,30.5,0,11,19,0,1,1,0,1,1,1,0,0,0.85
STU0029,初二,2026-03-24T13:00,25.2,0,3,6,0,0,0,0,1,0,1,0,1,0.55
STU0030,五年级,2026-03-22T22:00,24.6,0,11,15,1,0,0,1,1,1,0,1,0,0.61
STU0030,五年级,2026-03-04T11:00,40,0,3,8,1,0,0,0,0,1,1,0,0,0.25
STU0030,五年级,2026-03-22T08:00,22.9,0,9,14,1,0,0,0,0,0,1,0,0,0.33
STU0030,五年级,2026-03-06T17:00,17.0,0,7,13,1,0,1,0,0,0,0,0,0,0.3
STU0030,五年级,2026-03-02T22:00,15.6,0,3,5,1,0,1,1,0,0,1,0,0,0.52
STU0030,五年级,2026-03-01T20:00,33.1,0,9,15,1,0,0,1,1,0,0,0,1,0.48
STU0031,初二,2026-03-13T20:00,15.7,0,11,14,0,0,0,1,0,0,0,0,0,0.27
STU0031,初二,2026-03-02T18:00,5,1,16,19,0,0,1,1,1,0,0,0,1,0.58
STU0031,初二,2026-03-13T19:00,10.2,0,9,17,1,0,1,0,1,1,0,0,0,0.46
STU0031,初二,2026-03-05T11:00,10.6,1,11,13,0,0,0,0,0,0,0,0,0,0.44
STU0031,初二,2026-03-13T10:00,15.7,0,11,16,1,1,0,0,1,0,0,1,0,0.43
STU0031,初二,2026-03-05T12:00,12.0,1,9,13,1,0,1,1,0,0,0,0,0,0.31
STU0031,初二,2026-03-24T12:00,22.1,0,4,6,0,0,1,0,1,0,0,0,0,0.49
STU0031,初二,2026-03-01T10:00,26.4,1,7,11,0,0,0,1,0,0,0,0,0,0.53
STU0031,初二,2026-03-07T22:00,18.0,0,15,19,0,1,0,0,0,1,0,1,0,0.51
STU0031,初二,2026-03-16T23:00,22.1,0,12,12,1,0,1,1,1,0,0,0,1,0.57
STU0032,五年级,2026-03-13T22:00,5,0,4,8,0,0,1,0,1,0,1,0,0,0.41
STU0032,五年级,2026-03-10T16:00,30.0,0,10,11,0,0,1,0,0,0,0,0,0,0.49
STU0032,五年级,2026-03-18T08:00,11.2,0,5,11,1,0,1,0,0,0,0,0,0,0.23
STU0032,五年级,2026-03-19T16:00,21.5,0,10,18,1,1,1,0,0,0,0,1,1,0.42
STU0032,五年级,2026-03-19T22:00,33.9,0,9,18,1,0,1,0,1,0,0,0,1,0.41
STU0032,五年级,2026-03-05T18:00,11.5,0,5,13,0,0,0,0,0,0,1,0,0,0.27
STU0032,五年级,2026-03-12T11:00,33.9,1,13,18,0,0,1,0,1,0,1,0,1,0.43
